lead_id,open_rate,click_rate,czas_od_kontaktu,liczba_pracownikow,segment,region,recommended_action,target
LEAD-1135,0.68,0.2,16,10,przychodnia,mazowieckie,call,0
LEAD-1136,0.08,0.62,61,36,samodzielna,mazowieckie,offer,1
LEAD-1137,0.85,0.74,54,38,przychodnia,slaskie,offer,1
LEAD-1138,0.5,0.74,40,22,samodzielna,wielkopolskie,call,1
LEAD-1139,0.48,0.52,26,19,przychodnia,mazowieckie,offer,0
LEAD-1140,0.59,0.07,80,34,przychodnia,wielkopolskie,email,1
LEAD-1141,0.82,0.37,65,9,przychodnia,pomorskie,offer,1
LEAD-1142,0.35,0.92,74,18,samodzielna,wielkopolskie,call,1
LEAD-1143,0.68,0.58,64,44,samodzielna,slaskie,call,1
LEAD-1144,0.57,0.54,43,32,samodzielna,mazowieckie,call,1
LEAD-1145,0.27,0.27,17,35,przychodnia,pomorskie,offer,0
LEAD-1146,0.88,0.37,59,7,przychodnia,mazowieckie,email,0
LEAD-1147,0.8,0.9,23,23,przychodnia,pomorskie,call,1
LEAD-1148,0.66,0.67,7,15,przychodnia,wielkopolskie,email,1
LEAD-1149,0.85,0.79,44,4,samodzielna,wielkopolskie,call,1
LEAD-1150,0.87,0.45,53,13,samodzielna,slaskie,email,0
LEAD-1151,0.71,0.63,71,37,samodzielna,slaskie,email,0
LEAD-1152,0.84,0.25,79,13,przychodnia,pomorskie,email,0
LEAD-1153,0.7,0.71,34,46,przychodnia,slaskie,call,0
LEAD-1154,0.68,0.43,46,3,samodzielna,slaskie,offer,1
LEAD-1155,0.62,0.44,68,3,przychodnia,slaskie,offer,1
LEAD-1156,0.75,0.65,78,16,samodzielna,slaskie,offer,1
LEAD-1157,0.16,0.94,78,24,przychodnia,wielkopolskie,email,1
LEAD-1158,0.88,0.06,16,30,przychodnia,slaskie,call,0
LEAD-1159,0.87,0.82,71,18,samodzielna,wielkopolskie,email,1
LEAD-1160,0.03,0.29,19,33,samodzielna,wielkopolskie,call,0
LEAD-1161,0.83,0.44,2,8,przychodnia,mazowieckie,email,0
LEAD-1162,0.13,0.02,10,31,samodzielna,wielkopolskie,call,1
LEAD-1163,0.34,0.3,50,29,samodzielna,wielkopolskie,call,0
LEAD-1164,0.74,0.5,81,15,przychodnia,slaskie,call,0
LEAD-1165,0.16,0.06,12,45,przychodnia,wielkopolskie,email,1
LEAD-1166,0.82,0.49,70,31,przychodnia,pomorskie,offer,0
LEAD-1167,0.83,0.93,22,18,samodzielna,slaskie,email,0
LEAD-1168,0.51,0.11,32,33,przychodnia,slaskie,email,1
LEAD-1169,0.01,0.76,84,47,przychodnia,slaskie,call,0
LEAD-1170,0.29,0.41,1,7,przychodnia,mazowieckie,call,0
LEAD-1171,0.62,0.66,54,25,przychodnia,slaskie,offer,1
LEAD-1172,0.98,0.26,58,7,przychodnia,wielkopolskie,offer,0
LEAD-1173,0.63,0.16,70,28,samodzielna,pomorskie,call,1
LEAD-1174,0.26,0.16,83,19,przychodnia,slaskie,offer,0
LEAD-1175,0.63,0.07,18,25,przychodnia,slaskie,offer,0
LEAD-1176,0.54,0.19,6,38,samodzielna,pomorskie,call,1
LEAD-1177,0.78,0.66,45,25,przychodnia,slaskie,email,1
LEAD-1178,0.11,0.88,23,39,przychodnia,mazowieckie,offer,0
LEAD-1179,0.76,0.81,23,35,samodzielna,wielkopolskie,call,1
LEAD-1180,0.54,0.69,26,41,przychodnia,pomorskie,offer,0
LEAD-1181,0.96,0.11,77,48,samodzielna,pomorskie,offer,1
LEAD-1182,0.34,0.29,7,16,przychodnia,mazowieckie,call,0
LEAD-1183,0.63,0.31,79,12,samodzielna,wielkopolskie,offer,0
LEAD-1184,0.93,0.25,44,23,samodzielna,mazowieckie,offer,0
LEAD-1185,0.1,0.52,27,25,przychodnia,wielkopolskie,offer,0
LEAD-1186,0.94,0.54,26,2,samodzielna,mazowieckie,email,0
LEAD-1187,0.69,0.36,79,19,samodzielna,slaskie,email,1
LEAD-1188,0.07,0.35,36,45,przychodnia,mazowieckie,offer,1
LEAD-1189,0.3,0.83,55,13,przychodnia,pomorskie,call,0
LEAD-1190,0.71,0.79,64,44,samodzielna,pomorskie,offer,0
LEAD-1191,0.07,0.31,57,29,przychodnia,pomorskie,offer,1
LEAD-1192,0.58,0.91,69,41,samodzielna,mazowieckie,email,1
LEAD-1193,0.35,0.95,61,8,samodzielna,pomorskie,email,1
LEAD-1194,0.62,0.33,2,24,przychodnia,pomorskie,email,1
LEAD-1195,0.05,0.35,55,22,przychodnia,slaskie,offer,1
LEAD-1196,0.87,0.51,80,35,samodzielna,slaskie,offer,0
LEAD-1197,0.97,0.94,87,12,przychodnia,wielkopolskie,call,0
LEAD-1198,0.97,0.88,38,23,przychodnia,wielkopolskie,offer,1
LEAD-1199,0.75,0.1,80,43,samodzielna,wielkopolskie,offer,1
LEAD-1200,0.13,0.39,78,36,samodzielna,mazowieckie,email,1
LEAD-1201,0.76,0.55,29,30,samodzielna,wielkopolskie,email,1
LEAD-1202,0.02,0.5,26,43,samodzielna,mazowieckie,email,1
LEAD-1203,0.02,0.19,35,29,samodzielna,mazowieckie,email,1
LEAD-1204,0.32,0.86,79,19,samodzielna,wielkopolskie,email,1
LEAD-1205,0.49,0.68,67,15,przychodnia,wielkopolskie,call,1
LEAD-1206,0.77,0.84,87,19,samodzielna,mazowieckie,call,1
LEAD-1207,0.68,0.86,29,29,przychodnia,slaskie,call,0
LEAD-1208,0.45,0.75,34,25,przychodnia,pomorskie,email,1
LEAD-1209,0.27,0.44,41,9,samodzielna,pomorskie,email,1
LEAD-1210,1.0,0.61,41,43,przychodnia,pomorskie,email,0
LEAD-1211,0.43,0.16,23,46,samodzielna,slaskie,call,0
LEAD-1212,0.45,0.67,71,9,przychodnia,mazowieckie,email,0
LEAD-1213,0.16,0.18,3,5,samodzielna,wielkopolskie,call,1
LEAD-1214,0.79,0.69,58,28,samodzielna,mazowieckie,email,1
LEAD-1215,0.69,0.23,32,37,samodzielna,mazowieckie,offer,1
LEAD-1216,0.22,0.12,31,6,samodzielna,wielkopolskie,call,1
LEAD-1217,0.08,0.17,82,34,przychodnia,slaskie,offer,0
LEAD-1218,0.68,0.0,43,35,przychodnia,pomorskie,call,1
LEAD-1219,0.65,0.72,7,31,przychodnia,pomorskie,email,1
LEAD-1220,0.27,0.73,1,9,przychodnia,mazowieckie,email,0
LEAD-1221,0.95,0.51,61,40,przychodnia,slaskie,offer,1
LEAD-1222,0.15,0.16,14,48,samodzielna,pomorskie,email,1
LEAD-1223,0.43,0.08,52,27,samodzielna,slaskie,call,1
LEAD-1224,0.94,0.02,6,38,samodzielna,wielkopolskie,email,1
LEAD-1225,0.42,0.17,10,35,samodzielna,mazowieckie,email,0
LEAD-1226,0.64,0.89,71,8,samodzielna,mazowieckie,call,0
LEAD-1227,0.4,0.24,30,41,przychodnia,slaskie,offer,0
LEAD-1228,0.27,0.35,21,29,samodzielna,pomorskie,offer,0
LEAD-1229,0.98,0.11,60,40,samodzielna,slaskie,email,1
LEAD-1230,0.41,0.22,81,40,przychodnia,wielkopolskie,call,1
LEAD-1231,0.89,0.52,74,29,przychodnia,pomorskie,offer,1
LEAD-1232,0.23,0.61,63,15,samodzielna,pomorskie,offer,0
LEAD-1233,0.21,0.25,42,39,samodzielna,slaskie,email,0
LEAD-1234,0.03,0.06,51,5,przychodnia,wielkopolskie,call,0
LEAD-1235,0.65,0.39,64,43,samodzielna,pomorskie,offer,1
LEAD-1236,0.37,0.23,76,19,samodzielna,mazowieckie,email,1
LEAD-1237,0.86,0.22,56,45,samodzielna,wielkopolskie,email,0
LEAD-1238,0.47,0.96,80,49,przychodnia,pomorskie,email,0
LEAD-1239,0.97,0.62,41,26,samodzielna,slaskie,email,1
LEAD-1240,0.19,0.56,32,8,samodzielna,pomorskie,offer,1
LEAD-1241,0.87,0.42,15,39,przychodnia,mazowieckie,call,1
LEAD-1242,0.78,0.43,62,29,przychodnia,wielkopolskie,email,0
LEAD-1243,0.77,0.54,27,6,przychodnia,pomorskie,email,0
LEAD-1244,0.84,0.7,28,4,samodzielna,mazowieckie,offer,0
LEAD-1245,0.76,0.7,81,45,przychodnia,pomorskie,email,0
LEAD-1246,0.63,0.17,64,32,samodzielna,pomorskie,email,1
LEAD-1247,0.13,0.5,59,48,przychodnia,wielkopolskie,call,1
LEAD-1248,0.03,0.41,58,43,samodzielna,slaskie,email,1
LEAD-1249,0.92,0.87,2,21,przychodnia,slaskie,offer,0
LEAD-1250,0.62,0.63,36,20,samodzielna,mazowieckie,call,1
LEAD-1251,0.8,0.53,71,49,samodzielna,mazowieckie,offer,1
LEAD-1252,0.48,0.12,13,12,przychodnia,mazowieckie,call,1
LEAD-1253,0.12,0.61,15,41,przychodnia,wielkopolskie,call,1
LEAD-1254,0.13,0.12,89,4,samodzielna,slaskie,email,1
LEAD-1255,0.69,0.34,87,24,przychodnia,mazowieckie,email,0
LEAD-1256,0.43,0.14,60,8,samodzielna,mazowieckie,email,1
LEAD-1257,0.2,0.69,22,24,przychodnia,pomorskie,offer,1
LEAD-1258,0.49,0.21,63,8,przychodnia,pomorskie,email,0
LEAD-1259,0.06,0.39,75,47,samodzielna,mazowieckie,email,0
LEAD-1260,0.58,0.9,74,35,przychodnia,pomorskie,call,1
LEAD-1261,0.27,0.2,25,43,przychodnia,pomorskie,email,1
LEAD-1262,0.8,0.51,48,20,samodzielna,pomorskie,email,1
LEAD-1263,0.31,0.42,43,10,samodzielna,wielkopolskie,email,1
LEAD-1264,0.46,0.02,38,49,przychodnia,mazowieckie,email,0
LEAD-1265,0.01,0.79,41,19,samodzielna,mazowieckie,call,1
LEAD-1266,0.07,0.07,45,42,przychodnia,pomorskie,email,0
LEAD-1267,0.39,0.47,88,49,przychodnia,wielkopolskie,call,1
LEAD-1268,0.48,0.56,40,46,samodzielna,pomorskie,offer,1
LEAD-1269,0.6,0.63,17,43,samodzielna,wielkopolskie,email,1
LEAD-1270,0.29,0.69,88,26,samodzielna,mazowieckie,email,0
LEAD-1271,0.69,0.25,57,15,samodzielna,pomorskie,email,1
LEAD-1272,0.86,0.01,2,45,samodzielna,mazowieckie,call,1
LEAD-1273,0.78,0.72,62,26,samodzielna,wielkopolskie,email,0
LEAD-1274,0.04,0.54,88,20,przychodnia,slaskie,email,1
LEAD-1275,0.48,0.84,9,40,przychodnia,wielkopolskie,offer,0
LEAD-1276,0.1,0.82,68,16,samodzielna,slaskie,call,1
LEAD-1277,0.24,0.84,81,17,przychodnia,mazowieckie,call,0
LEAD-1278,0.99,0.49,17,28,przychodnia,mazowieckie,offer,0
LEAD-1279,0.14,0.33,50,41,przychodnia,pomorskie,call,0
LEAD-1280,0.5,0.79,40,11,przychodnia,slaskie,email,1
LEAD-1281,0.62,0.45,58,5,samodzielna,wielkopolskie,email,0
LEAD-1282,0.7,0.18,75,20,przychodnia,mazowieckie,offer,0
LEAD-1283,0.56,0.85,85,29,przychodnia,slaskie,call,1
LEAD-1284,0.01,0.88,21,22,samodzielna,wielkopolskie,call,0
LEAD-1285,0.33,0.47,18,48,samodzielna,slaskie,call,1
LEAD-1286,0.52,0.08,55,15,samodzielna,wielkopolskie,offer,1
LEAD-1287,0.09,0.39,29,34,samodzielna,wielkopolskie,email,0
LEAD-1288,0.35,0.8,24,49,przychodnia,wielkopolskie,offer,0
LEAD-1289,0.03,0.9,74,11,samodzielna,wielkopolskie,email,1
LEAD-1290,0.08,0.2,17,20,przychodnia,slaskie,offer,0
LEAD-1291,0.4,0.07,18,31,przychodnia,slaskie,email,0
LEAD-1292,0.13,0.88,42,23,samodzielna,pomorskie,call,0
LEAD-1293,0.57,0.39,84,4,samodzielna,slaskie,call,0
LEAD-1294,0.69,0.54,45,38,samodzielna,slaskie,call,1
LEAD-1295,0.8,0.97,82,42,samodzielna,pomorskie,offer,1
LEAD-1296,0.2,0.07,17,19,samodzielna,slaskie,offer,0
LEAD-1297,0.17,0.65,73,12,samodzielna,wielkopolskie,offer,1
LEAD-1298,0.1,0.07,14,49,przychodnia,mazowieckie,call,0
LEAD-1299,0.64,0.38,49,3,przychodnia,mazowieckie,email,0
LEAD-1300,0.71,0.8,29,13,przychodnia,pomorskie,call,0
LEAD-1301,0.03,0.43,4,7,przychodnia,slaskie,call,0
LEAD-1302,0.94,1.0,82,44,samodzielna,slaskie,email,1
LEAD-1303,0.05,0.56,20,41,samodzielna,pomorskie,email,0
LEAD-1304,0.54,0.32,47,45,przychodnia,mazowieckie,email,1
LEAD-1305,0.71,0.22,9,30,przychodnia,wielkopolskie,email,0
LEAD-1306,0.87,0.35,77,31,przychodnia,slaskie,call,1
LEAD-1307,0.71,0.37,79,3,samodzielna,pomorskie,offer,1
LEAD-1308,0.8,0.07,27,10,samodzielna,wielkopolskie,call,1
LEAD-1309,0.34,0.37,15,48,samodzielna,pomorskie,email,1
LEAD-1310,0.81,0.46,19,3,przychodnia,pomorskie,offer,0
LEAD-1311,0.08,0.72,52,30,przychodnia,pomorskie,offer,1
LEAD-1312,0.89,0.66,26,34,samodzielna,mazowieckie,call,0
LEAD-1313,0.55,0.71,89,11,samodzielna,mazowieckie,call,1
LEAD-1314,0.82,0.01,26,35,przychodnia,pomorskie,call,1
LEAD-1315,0.45,0.22,26,45,przychodnia,slaskie,offer,1
LEAD-1316,0.64,0.66,46,9,samodzielna,wielkopolskie,offer,0
LEAD-1317,0.53,0.48,49,38,przychodnia,slaskie,offer,1
LEAD-1318,0.73,0.01,82,34,samodzielna,mazowieckie,email,0
LEAD-1319,0.08,0.8,53,48,samodzielna,wielkopolskie,email,0
LEAD-1320,0.06,0.77,3,7,przychodnia,pomorskie,call,0
LEAD-1321,0.25,0.55,66,45,przychodnia,slaskie,offer,1
LEAD-1322,0.16,0.07,42,41,przychodnia,slaskie,call,1
LEAD-1323,0.87,0.77,19,46,samodzielna,pomorskie,offer,1
LEAD-1324,0.22,0.58,17,20,przychodnia,slaskie,call,1
LEAD-1325,0.98,0.78,33,33,przychodnia,mazowieckie,email,1
LEAD-1326,0.34,0.75,76,28,samodzielna,pomorskie,offer,1
LEAD-1327,0.18,0.8,49,2,samodzielna,slaskie,email,1
LEAD-1328,0.79,0.52,56,44,przychodnia,pomorskie,offer,0
LEAD-1329,0.66,0.14,63,34,samodzielna,wielkopolskie,call,1
LEAD-1330,0.5,0.67,3,41,samodzielna,pomorskie,offer,0
LEAD-1331,0.56,0.62,49,33,samodzielna,slaskie,email,0
LEAD-1332,0.72,0.74,55,6,przychodnia,mazowieckie,offer,1
LEAD-1333,0.23,0.17,26,18,przychodnia,pomorskie,call,1
LEAD-1334,1.0,0.19,72,9,samodzielna,pomorskie,offer,0
LEAD-1335,0.97,0.89,52,43,samodzielna,slaskie,email,0
LEAD-1336,0.65,0.75,7,35,samodzielna,mazowieckie,call,1
LEAD-1337,0.2,0.91,46,10,przychodnia,mazowieckie,email,0
LEAD-1338,0.68,0.76,46,24,samodzielna,wielkopolskie,offer,0
LEAD-1339,0.07,0.6,16,36,samodzielna,wielkopolskie,email,0
LEAD-1340,0.03,0.65,24,8,przychodnia,slaskie,offer,0
LEAD-1341,0.26,0.89,61,16,samodzielna,mazowieckie,call,1
LEAD-1342,0.46,0.58,54,21,przychodnia,mazowieckie,email,1
LEAD-1343,0.87,0.63,62,26,przychodnia,wielkopolskie,email,0
LEAD-1344,0.73,0.16,1,4,przychodnia,wielkopolskie,offer,0
LEAD-1345,0.74,0.47,49,47,samodzielna,slaskie,email,0
LEAD-1346,0.43,0.72,25,25,samodzielna,mazowieckie,email,1
LEAD-1347,0.35,0.27,10,35,przychodnia,pomorskie,call,1
LEAD-1348,0.37,0.2,80,47,samodzielna,wielkopolskie,offer,0
LEAD-1349,0.99,0.31,16,23,przychodnia,slaskie,offer,0
LEAD-1350,0.04,0.24,58,12,samodzielna,mazowieckie,call,0
LEAD-1351,0.87,0.21,72,49,przychodnia,mazowieckie,call,1
LEAD-1352,0.58,0.42,29,9,przychodnia,wielkopolskie,offer,0
LEAD-1353,0.44,0.91,6,40,samodzielna,slaskie,call,0
LEAD-1354,0.73,0.51,16,44,samodzielna,pomorskie,call,0
LEAD-1355,0.49,0.19,20,36,samodzielna,wielkopolskie,call,0
LEAD-1356,0.87,0.08,80,47,samodzielna,slaskie,offer,0
LEAD-1357,0.9,0.7,71,39,przychodnia,mazowieckie,call,1
LEAD-1358,0.42,0.38,78,9,przychodnia,pomorskie,email,1
LEAD-1359,0.28,0.82,43,38,samodzielna,slaskie,email,1
LEAD-1360,0.59,0.66,26,28,samodzielna,pomorskie,offer,0
LEAD-1361,0.91,0.8,78,29,przychodnia,slaskie,call,1
LEAD-1362,0.21,0.27,71,41,samodzielna,slaskie,email,0
LEAD-1363,0.62,0.69,33,35,samodzielna,slaskie,offer,1
LEAD-1364,0.63,0.26,26,33,samodzielna,slaskie,email,1
LEAD-1365,0.73,0.94,45,16,samodzielna,pomorskie,call,0
LEAD-1366,0.13,0.64,84,45,przychodnia,wielkopolskie,offer,0
LEAD-1367,0.72,0.32,63,18,przychodnia,pomorskie,email,0
LEAD-1368,0.91,0.27,67,34,samodzielna,slaskie,offer,1
LEAD-1369,0.18,0.19,52,48,przychodnia,pomorskie,email,0
LEAD-1370,0.24,0.69,68,47,samodzielna,pomorskie,email,1
LEAD-1371,0.97,0.22,26,17,samodzielna,pomorskie,call,1
LEAD-1372,0.18,0.6,75,30,samodzielna,slaskie,call,1
LEAD-1373,0.85,0.26,2,10,przychodnia,pomorskie,email,0
LEAD-1374,0.49,0.66,14,34,przychodnia,mazowieckie,offer,0
LEAD-1375,0.25,0.81,30,30,przychodnia,slaskie,offer,0
LEAD-1376,0.87,0.78,49,14,przychodnia,pomorskie,call,1
LEAD-1377,0.45,0.76,12,22,przychodnia,mazowieckie,email,1
LEAD-1378,0.51,0.19,44,22,samodzielna,pomorskie,call,0
LEAD-1379,0.36,0.09,33,6,samodzielna,wielkopolskie,email,1
LEAD-1380,0.59,0.7,13,11,przychodnia,pomorskie,email,1
LEAD-1381,0.16,0.37,78,7,przychodnia,pomorskie,call,1
LEAD-1382,0.39,0.43,88,14,przychodnia,wielkopolskie,offer,0
LEAD-1383,0.97,0.03,26,2,samodzielna,slaskie,call,1
LEAD-1384,0.26,0.26,21,21,przychodnia,wielkopolskie,email,1
LEAD-1385,0.66,0.03,28,48,samodzielna,slaskie,call,0
LEAD-1386,0.33,0.88,48,47,samodzielna,wielkopolskie,offer,0
LEAD-1387,0.77,0.24,40,9,przychodnia,pomorskie,offer,0
LEAD-1388,0.13,0.56,66,11,samodzielna,pomorskie,email,0
LEAD-1389,0.97,0.04,73,10,samodzielna,slaskie,call,0
LEAD-1390,0.45,0.67,87,42,przychodnia,slaskie,offer,0
LEAD-1391,0.24,0.32,79,4,samodzielna,mazowieckie,call,1
LEAD-1392,0.07,0.9,77,12,przychodnia,mazowieckie,offer,1
LEAD-1393,0.17,0.89,23,13,samodzielna,pomorskie,email,1
LEAD-1394,0.52,0.33,81,11,przychodnia,pomorskie,email,1
LEAD-1395,0.34,0.9,48,26,przychodnia,mazowieckie,call,0
LEAD-1396,0.83,1.0,2,26,samodzielna,mazowieckie,email,1
LEAD-1397,0.43,0.83,84,12,przychodnia,slaskie,offer,0
LEAD-1398,0.25,0.84,20,37,samodzielna,wielkopolskie,email,0
LEAD-1399,0.62,0.25,59,40,samodzielna,slaskie,offer,1
LEAD-1400,0.71,0.58,46,27,przychodnia,mazowieckie,offer,1
LEAD-1401,0.17,0.07,3,15,samodzielna,pomorskie,email,0
LEAD-1402,0.17,0.09,55,40,przychodnia,mazowieckie,offer,0
LEAD-1403,0.04,1.0,12,41,samodzielna,pomorskie,offer,0
LEAD-1404,0.74,0.33,40,2,samodzielna,pomorskie,call,0
LEAD-1405,0.66,0.75,66,5,przychodnia,pomorskie,call,1
LEAD-1406,0.47,0.81,78,31,samodzielna,pomorskie,call,0
LEAD-1407,0.84,0.86,16,13,samodzielna,wielkopolskie,email,1
LEAD-1408,0.81,1.0,83,36,samodzielna,mazowieckie,call,0
LEAD-1409,0.59,0.24,34,14,samodzielna,slaskie,offer,0
LEAD-1410,0.87,0.04,44,32,samodzielna,pomorskie,email,0
LEAD-1411,0.21,0.41,6,39,samodzielna,pomorskie,email,1
LEAD-1412,0.11,0.13,77,44,samodzielna,slaskie,email,0
LEAD-1413,0.27,0.02,64,24,samodzielna,slaskie,email,1
LEAD-1414,0.06,0.36,22,5,przychodnia,pomorskie,offer,1
LEAD-1415,0.53,0.78,18,17,samodzielna,slaskie,offer,1
LEAD-1416,0.94,0.57,12,8,samodzielna,slaskie,call,0
LEAD-1417,0.04,0.31,52,23,przychodnia,wielkopolskie,email,1
LEAD-1418,0.12,0.65,51,30,przychodnia,slaskie,call,1
LEAD-1419,0.45,0.23,71,12,przychodnia,mazowieckie,offer,0
LEAD-1420,0.93,0.01,48,34,samodzielna,mazowieckie,email,0
LEAD-1421,0.32,0.76,19,30,przychodnia,mazowieckie,offer,1
LEAD-1422,0.51,0.62,6,40,przychodnia,pomorskie,call,1
LEAD-1423,0.04,0.76,84,13,samodzielna,mazowieckie,offer,0
LEAD-1424,0.15,0.04,27,8,samodzielna,wielkopolskie,email,1
LEAD-1425,0.99,0.84,53,40,przychodnia,mazowieckie,email,1
LEAD-1426,0.97,0.62,48,43,przychodnia,pomorskie,call,1
LEAD-1427,0.0,0.56,7,49,samodzielna,wielkopolskie,email,0
LEAD-1428,0.95,0.62,59,27,samodzielna,mazowieckie,offer,1
LEAD-1429,0.64,0.86,69,41,samodzielna,wielkopolskie,offer,0
LEAD-1430,0.87,0.59,11,10,samodzielna,wielkopolskie,offer,0
LEAD-1431,0.45,0.58,15,42,samodzielna,pomorskie,offer,0
LEAD-1432,0.52,0.99,64,35,przychodnia,pomorskie,call,1
LEAD-1433,0.49,0.76,3,46,samodzielna,wielkopolskie,offer,0
LEAD-1434,0.67,0.44,69,14,samodzielna,mazowieckie,call,1
LEAD-1435,0.14,0.71,23,37,samodzielna,pomorskie,offer,0
LEAD-1436,0.03,0.39,53,26,samodzielna,wielkopolskie,call,1
LEAD-1437,0.31,0.23,37,25,samodzielna,slaskie,offer,1
LEAD-1438,0.7,0.6,9,45,przychodnia,slaskie,offer,1
LEAD-1439,0.2,0.93,15,18,samodzielna,pomorskie,call,0
LEAD-1440,0.67,0.93,3,3,przychodnia,mazowieckie,email,1
LEAD-1441,0.97,0.34,70,14,samodzielna,slaskie,email,1
LEAD-1442,0.09,0.53,17,32,przychodnia,slaskie,email,0
LEAD-1443,0.67,0.21,26,30,przychodnia,slaskie,call,0
LEAD-1444,0.44,1.0,21,29,samodzielna,mazowieckie,email,1
LEAD-1445,0.87,0.98,72,28,samodzielna,mazowieckie,email,0
LEAD-1446,0.18,0.65,21,16,samodzielna,pomorskie,call,0
LEAD-1447,0.69,0.8,11,32,samodzielna,pomorskie,email,0
LEAD-1448,0.84,0.72,38,41,samodzielna,slaskie,email,1
LEAD-1449,0.94,0.59,72,16,przychodnia,mazowieckie,email,0
LEAD-1450,0.68,0.05,88,34,samodzielna,wielkopolskie,call,1
LEAD-1451,0.5,0.45,35,21,samodzielna,slaskie,call,0
LEAD-1452,0.62,0.67,14,43,przychodnia,pomorskie,email,0
LEAD-1453,0.87,0.68,14,13,samodzielna,mazowieckie,email,1
LEAD-1454,0.57,0.37,10,38,przychodnia,pomorskie,call,0
LEAD-1455,0.03,0.94,12,10,samodzielna,pomorskie,email,0
LEAD-1456,0.93,0.17,38,24,przychodnia,mazowieckie,call,0
LEAD-1457,0.69,0.5,34,9,samodzielna,slaskie,email,0
LEAD-1458,0.68,0.69,41,33,przychodnia,mazowieckie,call,1
LEAD-1459,0.22,0.7,10,49,przychodnia,slaskie,offer,1
LEAD-1460,0.66,0.65,17,15,samodzielna,pomorskie,offer,1
LEAD-1461,0.39,0.28,17,28,samodzielna,mazowieckie,call,1
LEAD-1462,0.65,0.16,67,26,samodzielna,wielkopolskie,offer,1
LEAD-1463,0.11,0.64,62,14,przychodnia,slaskie,email,1
LEAD-1464,0.66,0.6,1,22,przychodnia,wielkopolskie,call,1
LEAD-1465,1.0,0.18,12,46,przychodnia,slaskie,call,0
LEAD-1466,0.05,0.71,4,32,samodzielna,mazowieckie,email,1
LEAD-1467,0.98,0.46,42,38,samodzielna,wielkopolskie,email,1
LEAD-1468,0.41,0.67,13,49,przychodnia,mazowieckie,call,1
LEAD-1469,0.87,0.84,85,44,samodzielna,slaskie,email,0
LEAD-1470,0.78,0.17,86,6,przychodnia,slaskie,call,1
LEAD-1471,0.57,0.02,4,14,samodzielna,slaskie,email,1
LEAD-1472,0.74,0.78,82,29,samodzielna,slaskie,call,1
LEAD-1473,0.88,0.61,69,44,przychodnia,pomorskie,email,0
LEAD-1474,0.4,0.7,19,26,samodzielna,slaskie,email,1
LEAD-1475,0.33,0.84,2,36,samodzielna,wielkopolskie,offer,0
LEAD-1476,0.67,0.8,12,48,samodzielna,slaskie,offer,0
LEAD-1477,0.81,0.96,81,40,samodzielna,mazowieckie,offer,0
LEAD-1478,0.76,0.54,74,8,samodzielna,pomorskie,email,0
LEAD-1479,0.8,0.49,6,39,przychodnia,wielkopolskie,call,1
LEAD-1480,0.44,0.4,8,33,samodzielna,pomorskie,email,0
LEAD-1481,0.82,0.15,51,4,przychodnia,pomorskie,offer,0
LEAD-1482,0.12,0.57,11,46,samodzielna,pomorskie,email,1
LEAD-1483,0.54,0.28,63,40,samodzielna,mazowieckie,offer,0
LEAD-1484,0.01,0.92,57,38,przychodnia,pomorskie,offer,0
LEAD-1485,0.32,0.58,12,23,przychodnia,pomorskie,call,0
LEAD-1486,0.37,0.59,73,9,samodzielna,slaskie,call,0
LEAD-1487,0.4,0.35,2,18,samodzielna,mazowieckie,offer,0
LEAD-1488,0.7,0.05,8,28,przychodnia,wielkopolskie,offer,0
LEAD-1489,0.39,0.03,11,34,przychodnia,wielkopolskie,email,1
LEAD-1490,0.45,0.42,53,47,przychodnia,wielkopolskie,offer,1
LEAD-1491,0.24,0.08,10,18,przychodnia,mazowieckie,email,1
LEAD-1492,0.37,0.61,85,43,samodzielna,wielkopolskie,offer,1
LEAD-1493,0.23,0.88,84,13,samodzielna,mazowieckie,call,0
LEAD-1494,0.07,0.88,8,49,samodzielna,slaskie,call,0
LEAD-1495,0.6,0.66,36,47,samodzielna,slaskie,offer,0
LEAD-1496,0.67,0.21,76,28,samodzielna,mazowieckie,email,1
LEAD-1497,0.62,0.86,14,49,przychodnia,wielkopolskie,email,1
LEAD-1498,0.46,0.89,54,9,przychodnia,mazowieckie,email,0
LEAD-1499,0.38,0.2,85,24,przychodnia,mazowieckie,offer,0
LEAD-1500,0.86,0.74,86,43,samodzielna,pomorskie,offer,1
LEAD-1501,0.52,0.29,21,30,przychodnia,mazowieckie,call,1
LEAD-1502,0.48,0.8,50,21,samodzielna,pomorskie,call,1
LEAD-1503,0.03,1.0,39,17,samodzielna,slaskie,offer,1
LEAD-1504,0.34,0.03,20,18,samodzielna,pomorskie,call,0
LEAD-1505,0.38,0.9,88,17,przychodnia,mazowieckie,email,1
LEAD-1506,0.4,0.62,87,20,samodzielna,slaskie,email,1
LEAD-1507,0.58,0.97,7,9,samodzielna,pomorskie,offer,0
LEAD-1508,0.53,0.47,9,39,przychodnia,mazowieckie,email,0
LEAD-1509,0.61,0.85,1,39,samodzielna,slaskie,offer,0
LEAD-1510,0.76,0.06,26,30,przychodnia,pomorskie,email,1
LEAD-1511,0.81,0.34,38,42,samodzielna,mazowieckie,offer,1
LEAD-1512,0.72,0.07,38,37,przychodnia,mazowieckie,email,1
LEAD-1513,0.96,0.98,61,27,samodzielna,wielkopolskie,email,1
